Wallet Address,Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days)
0x49ce96480a7f2ae25db58eefca38167177bc93ec,0.69,0.8736,0.1607,0.0236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,1587.0
0x802acffca63c873d252e26b3fa50d2f0368c2309,2.6,0.0127,0.0037,0.0005,0,inf,0.0,0.0,0.0,0.0,0.0,0.0054,1.0,0.0,0.0,1.0,317.0,0.0
0x4334703b0b74e2045926f82f4158a103fce1df4f,121.8,2836.7848,99.0,0.4313,0,1.5783,0.0,208160.84,20816.084,101.5701,152.0,0.0,5.0,1.0,0.0,8.0,1634.0,1633.0
0x42993e6fcb336e4dc3ba998342de87900bac0d19,0.4,0.049,0.04,0.0024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,1525.0
0xa02c5aa7df8fb9429811a0ca6a13faa38c64ede6,21.35,1516.8129,674.9,2.733,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,780.0,725.0
0x9918171c68a17a339ee77a57ccf2217115285523,4.5,0.1027,0.0309,0.0038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,174.0,151.0
0x386c17273db8bd5560ff6a18004a30c31ad5270e,0.89,0.3576,0.1454,0.0074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1648.0,1452.0
0x0b01f89de5be760fb874daa9307eef0a562d02a7,9.0,4.1963,4.0,0.4663,0,inf,0.0,0.0,0.0,0.0,0.0,0.0408,1.0,0.0,0.0,0.0,35.0,3.0
0x7c73e4cf9a8925eb3d8b456824f55d9d4037a0f0,24.0,0.2879,0.0727,0.012,0,1.893,0.4397,100.06,25.015,0.5904,2.0,-0.0131,2.0,1.0,0.0,6.0,3.0,3.0
0x1bb858214375b160b8d29aa89df7c5a15856910e,0.54,0.3532,0.2,0.0136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,1117.0
0xe4727db0d9ef3ca11b9d177c2e92f63b512993a5,56.29,1701.7904,100.0,0.7373,0,inf,0.0,0.0,0.0,0.0,0.0,0.0177,1.0,0.0,0.0,28.0,1260.0,1259.0
0x53ddb284b547c5794ead9293c02899667afb2d47,17.22,115.0627,11.8622,0.1336,0,1.9358,0.3778,23750.91,11875.455,33.46,114.0,-0.0265,1.0,1.0,0.0,142.0,1510.0,1510.0
0x1b648ade1ef219c87987cd60eba069a7faf1621f,225.0,2655.1254,123.0,1.1801,0,1.2092,0.7629,1273549.25,97965.32692307692,336.8955,75.0,-0.0535,5.0,1.0,1.0,52.0,298.0,277.0
0xf19968c7705bfa0e0060b1dbce2f621d5b6a6d5d,1.11,0.0509,0.0451,0.0025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0
0xc581330a9d00dfa7e00e986bb8f7c7781da8bbe8,18.0,0.003,0.003,0.0002,0,2.3181,0.3378,7118.65,2372.883333333333,2497.7719,2.0,-0.0235,1.0,1.0,0.0,0.0,6.0,6.0
0xf5d3831cf43992aee396265dbb2012c2e854f423,10.41,158.5645,15.0,0.3906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,1124.0
0x1086518a840268ceb2a8b9ab25b976c3d3793933,2.1,0.3,0.2,0.0143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,201.0
0x1e7f09bc8e2ff4140be6ec5f64b085e327947729,5.11,1.9785,0.5759,0.043,0,2.5933,0.3101,1251.55,417.1833333333333,1.5777,1.0,-0.0132,1.0,1.0,0.0,3.0,264.0,2.0
0x47faab8981d71b124cae986df1a541f70c423ed7,0.21,0.2481,0.1237,0.0248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,1375.0
0x02478ab8366e2c1f59311389a8e3cb2a4d7effb0,1.97,11.4997,1.66,0.1716,0,1.6477,0.4458,900.92,450.46,122.5741,2.0,-0.0313,1.0,1.0,0.0,1.0,1039.0,32.0
0x2852ba6bbcca289372472e911616cc3a55812948,0.55,6.2294,4.0,0.3893,0,1.5651,0.5307,5625.94,2812.97,9.9064,2.0,-0.0195,1.0,1.0,0.0,0.0,887.0,87.0
0xb58105c90babf55950a405b67d6d5c7df1cf6a7e,2.21,0.2415,0.1,0.0046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,739.0,628.0
0x7c7cac2fa834c18bdf22fb90dd9490f4fc6cd369,0.44,2.8508,0.9995,0.075,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.0,1635.0
0xc80ce263a4434d576fa6d5e35e1be81750b1ae84,3.5,0.0564,0.0564,0.0081,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0
0x9735466681199cf2346e8011ec7e70d8810d5d4c,4.23,2.3086,0.75,0.0176,0,inf,0.0,0.0,0.0,0.0,0.0,0.0213,1.0,0.0,0.0,2.0,939.0,619.0
0xcbb151dd2cd748f81dce1410e2e77612e5f7ae91,57.0,0.0979,0.0979,0.0009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0
0x50a9dbe5249525cf612fe24de78e57d8e7970805,2.59,21.3052,6.7606,0.179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1408.0,1251.0
0x577d6f16aabe0c30d8b4f2df8c0bf24628abee6d,10.05,485.91,30.2361,0.7329,0,1.3726,0.6031,31281.28,5213.546666666666,37.5905,8.0,-0.0178,2.0,1.0,0.0,1.0,2017.0,941.0
0x9e4bbd0df9cbe77090b0487f37ec9b0e1ec0d48a,14.6,4.1108,0.4067,0.0141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,233.0
0x3070f20f86fda706ac380f5060d256028a46ec29,80.19,177.5453,5.2,0.0382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754.0,1712.0
0x3197ac39562865765786d52b945692e419651dda,1.96,12.7199,3.0,0.1413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400.0,1389.0
0xd298dbd40c2f26c8378f34b1d4f71a2a72a7ca77,17.5,307.3293,14.0,0.5488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,977.0,541.0
0x31176d8911d60bbeadd2721990591c2b88798362,5.36,21.8567,2.179,0.2914,0,inf,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,439.0,9.0
0x4ebb59392544232f24aff4bcd4b31ea61d2561f7,0.19,0.0037,0.0025,0.0007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0
0x6286b9f080d27f860f6b4bb0226f8ef06cc9f2fc,61.32,85245.1238,2000.0,19.0449,0,inf,0.0,0.0,0.0,0.0,201.0,0.0173,3.0,0.0,0.0,1.0,2214.0,702.0
0xabc50084cf930a31e60f625ff4a27bcf9896fb8b,3.0,0.743,0.26,0.0275,0,2.4817,0.326,396.42,132.14,17.0503,1.0,0.0086,1.0,1.0,0.0,1.0,282.0,64.0
0x1c92225527cc7aaecc8da024932aaad3fcf39ee1,2.9,1.0161,0.5,0.0088,0,1.1618,0.6111,24670.07,12335.035,34.273,19.0,-0.0025,1.0,1.0,0.0,10.0,1225.0,297.0
0x6b6d1ef1fc25e6298428d2a671c96c8d1b09abc7,1.09,0.2425,0.0966,0.0202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,317.0
0x012662215992e3c864ba138a67ffe540c64c35ce,2.06,0.9749,0.3208,0.0279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,517.0,389.0
0x88e6bd3f9c5027d5aa42ed057af285d82ec65357,19.0,0.1958,0.1958,0.0052,0,inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,57.0
0x1b0f34a297e5ed96fe12139b10dd934f9216cee4,6.11,10.5771,5.3049,0.0962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,562.0,347.0
0x47b99272c4aaed1fb296050c9ceae856ab5ef5c7,37.0,0.09,0.06,0.0024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
0xb0f094c9e85a0ee7b89214a3a67efbc131022cc0,132.62,3609.1245,540.0,1.2959,0,2.0418,0.3923,384618.83,96154.7075,70.8287,32.0,-0.0276,3.0,1.0,0.0,33.0,637.0,622.0
0x7d334b2636bbad0c9c8d7d3853f993c1e7272135,125.62,18.9031,4.7227,0.0188,0,1.0051,0.7759,1.13,0.565,0.0003,2.0,-0.0149,1.0,1.0,0.0,7.0,251.0,250.0
0x63f8010c3fc523aacb856e9f84c0bbaa3f96f4e6,6.0,30.8492,5.0004,0.1836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,857.0,640.0
0xd0dff56c52cc7630828eb9f8494e0bfb28f11e9e,11.08,8.56,1.0,0.0297,0,inf,0.0,0.0,0.0,0.0,0.0,0.0006,3.0,0.0,0.0,12.0,786.0,777.0
0x1653d24fb032f44bdfd95788ae443b817f8835ae,2.5,0.0313,0.0313,0.0063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,54.0
0x691578efa958fad9d6ee813e14ff0373eb34ae1d,5.62,1429.4017,419.0,6.0568,0,3.3795,0.2396,300139.23,100046.41,1.962,8.0,-0.015,2.0,1.0,0.0,0.0,1277.0,481.0
0x7833d456e033dc72bf43a6dc792645f7193f6c03,14.74,67.8166,4.995,0.0852,0,inf,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,1.0,11.0,1631.0,1576.0
0xa20ea526a2b2e2471a43cb981d613feeef27c9af,41.48,1089.1675,223.3896,1.1417,0,4.2936,0.175,50416.58,12604.145,0.1245,4.0,-0.0126,3.0,1.0,0.0,10.0,703.0,697.0
0x26491ed413e73d5c9e94c8e926bc2755e1759c58,2.14,362.3812,45.0,1.9276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2683.0,1079.0
0xe1063fa58952fa22b17852910fc88ce46909d197,7.41,971.9221,180.0,4.5206,0,inf,0.0,0.0,0.0,0.0,0.0,0.0431,2.0,0.0,0.0,1.0,896.0,882.0
0x81227aedf5f7d4fa81d247087ee5b1efd7e9974f,12.83,20.6392,10.23,0.0893,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,554.0,490.0
0x9a030e757cd53abab7f542abfbc04a5504fb238e,9.0,0.0385,0.0205,0.0043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0x00c763ea9716c173b7406e926e84ce6394976f29,5.68,75.2303,16.0,0.3898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,485.0
0xc7ef92f2efc83e6e36721b512e0e7c9d16412b9b,34.75,25.2228,10.86,0.0605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,266.0
0xced29ba48490c51e4348e654c313ac97762beccc,87.5,1483.5075,132.8067,0.3028,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,53.0,1696.0,1680.0
0x323f8f59c49155add345d5219c8c776664125eaa,13.7,110.9287,17.1041,0.184,0,1.1141,0.6901,30543.59,10181.196666666669,1.4799,67.0,0.0121,1.0,1.0,0.0,339.0,1343.0,168.0
0xb8b674e4b4e5eaa1b2e3ff8e50530a45bf9a02db,10.0,59.9181,11.01,0.2996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,608.0,516.0
0xfc9b0cf1167bb7f95388d3dc3e426cbe465b46df,15.71,8.4759,0.6736,0.0257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,630.0,494.0
0x61f599d4026c550bbd5aead61b74e9951487cc3e,5.47,61.7363,6.0,0.2627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,1303.0
0x57e61a64d21afe3837028b5783bd7332436e2c7b,30.57,2.7698,0.245,0.0065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,18.0,417.0,417.0
0x17b4005a344ee5eb6feb9769a889436d30312a94,0.89,10.4748,4.1972,0.1326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2722.0,1648.0
0xd20f3bb4f6a83734331120ea18f285b65e6c0cf2,19.0,0.0121,0.0121,0.0006,0,inf,0.0,0.0,0.0,0.0,0.0,0.0431,1.0,0.0,0.0,1.0,19.0,19.0
0xd71af0c27052ba519481bdff5398f2a85066b37a,0.31,0.215,0.1306,0.0143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1276.0
0x8bf7dfe87749937ba53c1d13622f82592e1bb90a,0.82,0.0419,0.0249,0.0047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,333.0,333.0
0x661d04cb9389df28b070d2b113af85e4a31b7b91,6.95,31.0844,5.005,0.1118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.0,350.0
0x6e0453e3d6286f3dab542059ce4ddb18a8bfe0f3,97.0,1.8051,0.7,0.0186,0,1.145,0.7155,609.04,152.26,9.4807,5.0,-0.0349,1.0,1.0,0.0,6.0,38.0,20.0
0x4560157e94a52eb6d15a28872aed82e830beb291,8.21,2.222,0.25,0.0082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1000.0,553.0
0x00a289b6e0be27dd5144750db66fb9e6f1973693,4.96,20.253,3.4483,0.0801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1557.0,1549.0
0x5929b404b43e49a2ebbd6afde45294598d4fdd29,13.81,147.2578,9.0,0.1545,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2115.0,1609.0
0xac7e9fa3c3f5e5b1dd2ef6e6b7190ae7a66e0e05,2.5,17.9375,6.0,0.276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,289.0
0xb824073a88be57d81249587a95cfdfdc2352fb7c,1.33,0.0298,0.0165,0.0037,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0
0x964124f9371d11f95c4873266f4560919d8bce46,12.65,17.4974,1.1964,0.0446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,930.0,812.0
0x9999918a1f51ca6f13ab5433c6c6af9670b33999,35.9,439.0634,109.3,1.223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,316.0,306.0
0x12760d8ee7850391e32f8aeec9f0ab113985957a,31.43,1565.2842,79.999,0.7115,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2141.0,1708.0
0x065963df68ab6f33aa9470f333b83661aa060f20,21.32,10.1628,0.25,0.0125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,1168.0,896.0
0x6d5c44a8c83cc7aa5e98a6980ccae40466e864a3,4.12,47.9394,6.9211,0.137,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,2580.0,632.0
0x6eacd6940e8a9acbf699d660c98fceb2df5e0023,0.67,0.019,0.01,0.0032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0
0xc42cd475d22226afa7f11ea403334963bb27250b,20.0,2.0322,0.9195,0.1016,0,inf,0.0,0.0,0.0,0.0,0.0,0.041,1.0,0.0,0.0,0.0,4.0,4.0
0x7e0bed47bf81ae705a1b6e787bcd87a9ffd14435,16.88,42.3816,6.9319,0.0612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1245.0,1240.0
0xfa4fc4ec2f81a4897743c5b4f45907c02ce06199,131.56,51990.0083,3940.0,11.6231,0,1.4515,0.4134,1549419.48,193677.435,1.0615,36.0,-0.0344,5.0,2.0,0.0,146.0,1028.0,992.0
0xc04aa49a24ca82ee5c048f275aee6e9f74bd141d,122.0,1562.617,117.0,1.2808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,296.0,246.0
0x3314bb875eb5a5ad475cb21422b8c61a2de7f043,7.17,14.2523,12.1,0.0497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,1212.0
0xa77c17bf499d0230bc0c023341ce6770e606afcc,1.0,567.0,115.0,70.875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,257.0,83.0
0xea78dcc02af9ee6b0ce34811a6fc010ba768f11a,5.5,4.4836,1.55,0.0679,0,3.1755,0.23,2485.05,1242.525,0.2566,2.0,-0.0166,1.0,1.0,0.0,12.0,354.0,86.0
0xb5454a01d5f31db9aa6cc3e62965cdac6e573c36,13.4,226.3485,23.42,0.1987,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,15.0,2600.0,2494.0
0xbb67bce8d0e63082a5a349b35439f14c167e08f6,10.95,107.8446,32.6,0.1145,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2602.0,1534.0
0x62a99498ca1dcc2cd8341e95a113601b9b003d42,201.0,3.7122,1.9975,0.0062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,38.0
0xbffbb3e776e024e84d2a00c13e561d5a14015fdf,8.45,22.8253,4.2,0.0932,0,1.2047,0.6512,78906.12,26302.04,16.8052,39.0,-0.0452,1.0,1.0,0.0,4.0,874.0,799.0
0xef281136777c83a2b488011dd59417f2948dad23,1.4,128.6268,32.1447,4.5938,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,86.0
0xf30134e7261356146fa7b30fb2c2d4a77bea5767,10.0,0.0002,0.0002,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0
0xfa9500e9d287adb722bd8c5103265a6f4f4f0d6d,13.75,0.0199,0.01,0.0004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,98.0
0xc20cf68819d851d10e0835fb58f46f10d82542b0,11.75,15.0702,5.2232,0.1603,0,1.2219,0.6568,5069.47,1267.3675,13.6217,10.0,-0.0162,1.0,1.0,0.0,21.0,240.0,115.0
0x905a7e3ddfb7dbf6ecb49711fdce36075f608bcf,1.66,21.4082,3.1248,0.2745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,1300.0
0xd27576a568e4b04f563faef6b9a2c00ed17da4da,13.0,0.002,0.002,0.0002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
0x0b6489d1f8dd708f07a0767be6d75deb21ad2fe6,21.64,54.3193,4.69,0.2282,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,317.0
0xa84099f99618920e34da42e247fbfa0f87ecd4f4,38.33,367.85,154.4,3.1987,0,1.6962,0.4765,160993.26,40248.315,2.7689,7.0,-0.0321,2.0,1.0,0.0,1.0,84.0,70.0
0x4e48d40245eb5777a91da3e7c2df55ff34ab8cda,16.34,21.3817,2.3578,0.0374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.0,912.0
0xb0b0f6f13a5158eb67724282f586a552e75b5728,54.51,30453.0051,1000.0,11.8864,0,inf,0.0,0.0,0.0,0.0,0.0,0.0442,3.0,0.0,0.0,1.0,1436.0,1430.0
0xd24e9fa048f2f32f962f93dfb6ab0a93e32619c3,0.55,0.2922,0.1616,0.0108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0,1486.0
0x060be16f8cba43fa144e08d2a43c79b7f543a896,2.55,6.2246,2.1031,0.0556,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0,1324.0
0x6024467ad673aecc106e9bbe384e017b98ee9acf,1.8,1.1564,0.1751,0.0117,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1674.0,1673.0
0x70a99c4127620129d0ca30827e0fc9b75ec2891b,9.71,441.7596,46.93,0.5291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,2612.0,2508.0
0xafb15e4f247ea0ba77ec8a4039607e9d9b5cbf0a,13.22,17.5433,17.4899,0.1474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,266.0
0xc4697db242fc03b8f173c793fa6181403b9d8120,8.88,28.7652,3.8501,0.2026,0,1.9568,0.2559,1200.35,600.175,0.3514,2.0,-0.018,1.0,1.0,0.0,4.0,500.0,436.0
0x8804cbc97947637b9187ccdca9efa2314ef83f1a,0.57,2.1321,0.8816,0.0561,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,2022.0
0x25db03d4e0bc02e16a072c4ec9b7a1256f215715,37.83,0.2001,0.1,0.0009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,187.0,0.0
0x00a7775340b72f7de4eeb605958bd2bca81d00ea,7.0,0.0098,0.0098,0.0002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,184.0
0xb31be5b88a3c5d9e62ba6c85b96845d536075c6b,9.23,19.0432,4.0,0.0793,0,3.1533,0.251,20579.16,2572.395,5.685,12.0,0.0101,2.0,1.0,0.0,9.0,792.0,551.0
0x83cf864857d8f877c2fe0c4fa1af5934471cf66f,23.92,33.6288,9.997,0.1172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,334.0
0xbe36a671695f2915584be556891a0828a031d3e1,5.1,2.7406,0.36,0.0256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,579.0
0xd1628b0e9bcc74c72a6c277c7f2cd9412d75c991,0.48,1.6659,0.2992,0.0641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,1656.0
0x0b21e48e4be79e4423e94c6333d2418723abf3b4,6.57,0.0989,0.0779,0.0021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,130.0
0x3ab9dc749e4490004419759427f8d5521ce30e60,18.6,712.3591,168.4001,1.532,0,inf,0.0,0.0,0.0,0.0,0.0,0.0424,2.0,0.0,0.0,0.0,768.0,755.0
0xbbee22da1e888e2dcc1879f89c7de2eb362ac0ed,0.57,0.2064,0.0786,0.0061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1838.0,1837.0
0x41cd25db3ffbfd87640b926323743f0748dd6d47,48.5,14.0989,6.1,0.1453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,57.0,41.0
0x1a089ff30f770ed77e821ea379cc23a3c0612f42,12.56,21.6562,3.0,0.1077,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,6.0,484.0,470.0
0xbea8d6691dccaa75a0689234e42c52c96615d107,1.73,28.299,5.0,0.2979,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.0,1658.0
0xd3ebc8f8807e20204e7af89fb629aa7f45d52217,11.8,83.9732,41.9,1.4233,0,2.9769,4.1346,472733.4,236366.7,1699.4406,6.0,-0.2717,1.0,1.0,0.0,5.0,140.0,139.0
0x0d69bf20a4a00cbebc569e4bef27a78dcb4c0880,47.07,84.7936,9.45,0.0643,0,1.0434,0.884,35606.24,7121.248,39.5651,28.0,-0.0625,3.0,1.0,0.0,34.0,854.0,854.0
0xd547a123413d4c84d0ff136f884c7a0a3bb41bdb,8.17,0.0916,0.05,0.0019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0
0x76e11d16493af421e77ba9db30fe99fc74e7a46a,38.0,280.1461,93.42,7.3723,0,inf,0.0,0.0,0.0,0.0,0.0,0.0411,1.0,0.0,0.0,0.0,21.0,21.0
0xf9627a028309452472c1977e9dca8d6d8c57edff,4.67,0.0887,0.0343,0.0063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
0xd2efc72ea0ae33a5a6bb98763cca121922350582,21.23,23.9633,1.061,0.0217,0,inf,0.5933,33138.28,8284.57,33138.28,0.0,-0.0395,3.0,1.0,0.0,0.0,1594.0,0.0
0x878a64fb62fa91178d53c7cd58f2d7198cb82986,6.0,0.016,0.016,0.0013,0,inf,0.0,0.0,0.0,0.0,0.0,0.0431,1.0,0.0,0.0,1.0,67.0,67.0
0x3bf563c6662aaa5c3481b4e52d52ba5c83d51822,1.41,0.3114,0.3114,0.013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0
0x99e999de754ffce53959133763080dab08abe1c7,1.05,8.2261,0.8476,0.0914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627.0,1491.0
0x394bd1e6eb2053d7bb5a6be8de14fe1ba8df3b14,2.57,1.8989,0.183,0.0145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1536.0,1482.0
0x7a75706b6a55126b9ef22c96caf4a432b15c03e3,2.89,100.1062,16.0483,0.7882,0,3.2333,0.2507,2807.32,701.83,3.9016,2.0,-0.0036,1.0,1.0,0.0,0.0,1337.0,1306.0
0x31899763517abf9b984f1f9758b54859d508de2d,1.74,18.5308,2.5,0.3943,0,inf,0.0,0.0,0.0,0.0,0.0,0.0411,1.0,0.0,0.0,0.0,821.0,821.0
0x5d95baebb8412ad827287240a5c281e3bb30d27e,86.74,2515.4233,603.0003,0.6905,1,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,1.0,4.0,1289.0,1281.0
